Price,Brand,Model,Year,Condition,Transmission,Fuel,Capacity,Mileage
"Rs 9,735,000",Honda,Vezel,2018,Used,Automatic,Hybrid,"1,490 cc","52,363 km"
"Rs 10,500,000",Audi,A3,2016,Used,Automatic,Petrol,"1,400 cc","25,000 km"
"Rs 1,675,000",Nissan,Leaf,2013,Used,Automatic,Electric,70 cc,"76,000 km"
"Rs 3,250,000",Suzuki,Celerio,2015,Used,Automatic,Petrol,"1,500 cc","39,500 km"
"Rs 8,950,000",Toyota,CHR,2017,Used,Automatic,Petrol,"1,200 cc","37,000 km"
"Rs 1,675,000",Nissan,Leaf,2013,Used,Automatic,Electric,70 cc,"78,000 km"
"Rs 985,000",Suzuki,Maruti,1998,Used,Manual,Petrol,800 cc,"85,000 km"
"Rs 7,350,000",Toyota,Avanza,2016,Used,Automatic,Petrol,"1,500 cc","53,000 km"
"Rs 7,850,000",Toyota,Other Model,2013,Used,Automatic,Hybrid,"2,500 cc","71,000 km"
"Rs 2,190,000",Micro,Panda,2017,Used,Manual,Petrol,"1,000 cc","60,000 km"
"Rs 15,925,000",Peugeot,5008,2019,Used,Tiptronic,Petrol,"1,200 cc","28,000 km"
"Rs 3,575,000",Hyundai,Tucson,2004,Used,Automatic,Petrol,"2,700 cc","135,000 km"
"Rs 3,595,000",Suzuki,Swift,2012,Used,Manual,Petrol,"1,300 cc","66,490 km"
"Rs 5,690,000",Toyota,Prius,2014,Used,Automatic,Petrol,"1,800 cc","85,000 km"
"Rs 4,550,000",Mitsubishi,eK Wagon,2015,Reconditioned,Automatic,Petrol,650 cc,"12,000 km"
"Rs 1,575,000",Hyundai,Sonata,2003,Used,Automatic,Petrol,"2,000 cc","145,000 km"
"Rs 1,250,000",Tata,Nano,2015,Used,Manual,Petrol,600 cc,"90,000 km"
"Rs 9,800,000",Mitsubishi,Outlander,2013,Used,Automatic,Petrol,"2,000 cc","36,000 km"
"Rs 4,395,000",Toyota,Vitz,2010,Used,Automatic,Petrol,"1,000 cc","87,000 km"
"Rs 4,075,000",Suzuki,Alto,2015,Reconditioned,Automatic,Petrol,650 cc,"6,000 km"
"Rs 5,875,000",Honda,N-WGN,2019,New,Automatic,Petrol,650 cc,0 km
"Rs 4,375,000",Mitsubishi,eK Wagon,2018,Reconditioned,Automatic,Petrol,650 cc,"13,000 km"
"Rs 4,950,000",Suzuki,Spacia,2018,Used,Automatic,Petrol,650 cc,"37,000 km"
"Rs 365,000",Nissan,Sunny,1976,Used,Manual,Petrol,"1,200 cc","175,000 km"
"Rs 2,875,000",Suzuki,Swift,2011,Used,Manual,Petrol,"1,200 cc","110,000 km"
"Rs 895,000",Tata,Nano,2011,Used,Manual,Petrol,600 cc,"80,000 km"
"Rs 2,195,000",Suzuki,Alto,2014,Used,Manual,Petrol,800 cc,"89,000 km"
"Rs 16,500,000",BMW,520d,2014,Used,Automatic,Diesel,"2,000 cc","65,000 km"
"Rs 4,500,000",Nissan,Dayz,2016,Reconditioned,Automatic,Petrol,650 cc,"15,000 km"
"Rs 960,000",Suzuki,Maruti,1998,Used,Manual,Petrol,800 cc,"39,882 km"
"Rs 1,295,000",Suzuki,Maruti,2005,Used,Manual,Petrol,800 cc,"78,746 km"
"Rs 10,500,000",Toyota,CHR,2018,Used,Automatic,Petrol,"1,200 cc","32,500 km"
"Rs 825,000",Toyota,Corolla,1989,Used,Manual,Diesel,"1,300 cc","11,450 km"
"Rs 1,195,000",Suzuki,Maruti,2004,Used,Manual,Petrol,800 cc,"22,182 km"
"Rs 1,185,000",Suzuki,Maruti,2003,Used,Manual,Petrol,800 cc,"90,523 km"
"Rs 11,200,000",Mitsubishi,Montero,2006,Used,Automatic,Diesel,"3,000 cc","150,000 km"
"Rs 3,975,000",Honda,S660,2015,Reconditioned,Automatic,Petrol,650 cc,"2,000 km"
"Rs 6,150,000",Toyota,Vitz,2018,Used,Automatic,Petrol,"1,000 cc","13,900 km"
"Rs 5,100,000",Toyota,Passo,2015,Reconditioned,Automatic,Petrol,"1,000 cc","15,000 km"
"Rs 4,300,000",Perodua,Axia,2019,Used,Automatic,Petrol,"1,000 cc","32,000 km"
"Rs 3,975,000",Honda,S660,2015,Reconditioned,Automatic,Petrol,650 cc,"8,000 km"
"Rs 5,200,000",Toyota,Passo,2016,Used,Automatic,Petrol,"1,000 cc","35,000 km"
"Rs 4,750,000",Nissan,Dayz,2016,Reconditioned,Automatic,Petrol,650 cc,"15,000 km"
"Rs 530,000",Nissan,Sunny,1983,Used,Manual,Petrol,"1,500 cc","200,000 km"
"Rs 4,750,000",Suzuki,Spacia,2016,Reconditioned,Automatic,Petrol,650 cc,"4,000 km"
"Rs 6,250,000",Toyota,Vitz,2018,Used,Automatic,Petrol,"1,000 cc","37,000 km"
"Rs 6,050,000",Honda,Grace,2014,Used,Tiptronic,Hybrid,"1,500 cc","68,000 km"
"Rs 6,475,000",Toyota,Vitz,2017,Reconditioned,Automatic,Petrol,"1,000 cc","19,000 km"
"Rs 7,290,000",Toyota,Premio,2011,Used,Automatic,Petrol,"1,500 cc","126,377 km"
"Rs 2,290,000",Suzuki,Alto,2015,Used,Manual,Petrol,800 cc,"47,000 km"
"Rs 4,695,000",Daihatsu,Tanto,2015,Reconditioned,Automatic,Petrol,660 cc,"11,000 km"
"Rs 4,450,000",Suzuki,Spacia,2017,Used,Automatic,Hybrid,650 cc,"45,000 km"
"Rs 3,850,000",Micro,BAIC,2018,Used,Automatic,Petrol,"1,500 cc","34,000 km"
"Rs 17,400,000",Mercedes Benz,CLA 200,2019,Used,Automatic,Petrol,"1,300 cc","13,000 km"
"Rs 5,350,000",Honda,N-Box,2017,Reconditioned,Automatic,Petrol,650 cc,"2,000 km"
"Rs 5,490,000",Honda,Freed,2013,Used,Automatic,Hybrid,"1,490 cc","92,000 km"
"Rs 12,500,000",Mercedes Benz,E300,2013,Used,Automatic,Diesel,"2,200 cc","85,000 km"
"Rs 13,500,000",Toyota,Hilux,2016,Reconditioned,Manual,Diesel,"2,800 cc","43,900 km"
"Rs 6,475,000",Honda,N-Box,2018,New,Automatic,Petrol,650 cc,0 km
"Rs 3,000,000",Mitsubishi,Outlander,2016,Used,Automatic,Petrol,"2,000 cc","73,000 km"
"Rs 4,150,000",Suzuki,Wagon R Stingray,2015,Reconditioned,Automatic,Petrol,650 cc,"21,000 km"
"Rs 5,400,000",Toyota,Vitz,2016,Used,Automatic,Petrol,"1,000 cc","38,000 km"
"Rs 4,450,000",Toyota,Corolla,2004,Used,Automatic,Petrol,"1,500 cc","175,000 km"
"Rs 6,850,000",Honda,N-Box,2019,New,Automatic,Petrol,650 cc,225 km
"Rs 2,315,000",Suzuki,Alto,2015,Used,Manual,Petrol,800 cc,"91,100 km"
"Rs 6,650,000",Toyota,Vitz,2017,Reconditioned,Automatic,Petrol,"1,000 cc","10,400 km"
"Rs 6,350,000",Toyota,Passo,2017,Reconditioned,Automatic,Petrol,"1,000 cc","15,000 km"
"Rs 3,800,000",Toyota,Vitz,2007,Used,Automatic,Petrol,"1,000 cc","117,000 km"
"Rs 3,875,000",Nissan,Dutsun,1990,Used,Manual,Diesel,"2,500 cc","200,000 km"
"Rs 6,900,000",Mazda,3,2014,Used,Tiptronic,Petrol,"1,600 cc","112,000 km"
"Rs 1,850,000",Honda,Civic,1995,Used,Manual,Petrol,"1,500 cc","185,000 km"
"Rs 6,700,000",Toyota,Vitz,2017,Reconditioned,Automatic,Petrol,"1,000 cc","21,000 km"
"Rs 15,200,000",Mitsubishi,L200,2020,Used,Tiptronic,Diesel,"2,442 cc","17,000 km"
"Rs 1,800,000",Nissan,Leaf,2013,Used,Automatic,Electric,70 cc,"99,900 km"
"Rs 900,000",Nissan,Bluebird,1986,Used,Manual,Diesel,"1,500 cc","85,000 km"
"Rs 3,450,000",Nissan,Wingroad,2007,Used,Automatic,Petrol,"1,500 cc","203,900 km"
"Rs 3,995,000",Suzuki,Wagon R FZ,2017,Used,Automatic,Petrol,660 cc,"69,000 km"
"Rs 15,600,000",Toyota,Land Cruiser Sahara,2002,Used,Tiptronic,Petrol,"4,700 cc","139,000 km"
"Rs 7,250,000",Toyota,Vitz,2020,Used,Automatic,Petrol,"1,000 cc","5,000 km"
"Rs 4,200,000",Suzuki,Wagon R Stingray,2017,Used,Automatic,Petrol,660 cc,"46,000 km"
"Rs 11,700,000",BMW,520d,2012,Used,Tiptronic,Diesel,"2,000 cc","88,000 km"
"Rs 9,400,000",Mitsubishi,Montero,2012,Used,Automatic,Diesel,"2,500 cc","112,000 km"
"Rs 2,390,000",Suzuki,Alto,2015,Used,Manual,Petrol,800 cc,"46,000 km"
"Rs 5,260,000",Toyota,Vitz,2016,Used,Automatic,Petrol,"1,000 cc","25,000 km"
"Rs 650,000",Toyota,Corolla,1985,Used,Manual,Petrol,"1,500 cc","28,757 km"
"Rs 3,125,000",Suzuki,Celerio,2015,Used,Automatic,Petrol,"1,000 cc","71,000 km"
"Rs 16,875,000",Honda,CRV,2019,Used,Automatic,Petrol,"1,500 cc","10,500 km"
"Rs 1,950,000",Suzuki,Alto,2012,Used,Manual,Petrol,"1,000 cc","127,000 km"
"Rs 4,500,000",Suzuki,Wagon R Stingray,2018,Used,Automatic,Hybrid,650 cc,"23,000 km"
"Rs 650,000",Nissan,Other Model,1982,Used,Manual,Petrol,"1,300 cc","982,000 km"
"Rs 6,160,000",Audi,A1,2016,Used,Tiptronic,Petrol,"1,000 cc","69,600 km"
"Rs 575,000",Nissan,Sunny,1976,Used,Manual,Petrol,"1,200 cc","88,000 km"
"Rs 4,150,000",Honda,Fit,2013,Used,Automatic,Hybrid,"1,300 cc","85,000 km"
"Rs 3,850,000",Suzuki,Hustler,2017,Used,Automatic,Hybrid,650 cc,"70,125 km"
"Rs 1,225,000",Toyota,Corolla,1989,Used,Manual,Petrol,"1,300 cc","215,000 km"
"Rs 5,590,000",Toyota,Allion,2008,Used,Automatic,Petrol,"1,500 cc","109,000 km"
"Rs 440,000",Mitsubishi,Lancer,1978,Used,Manual,Petrol,"1,400 cc","80,000 km"
"Rs 5,600,000",Toyota,Vitz,2017,Used,Automatic,Petrol,"1,000 cc","37,000 km"
"Rs 11,000,000",Toyota,Premio,2018,Used,Automatic,Petrol,"1,500 cc","63,000 km"
"Rs 5,695,000",Toyota,Axio,2014,Used,Automatic,Hybrid,"1,500 cc","103,000 km"
"Rs 5,400,000",Hyundai,Sonata,2012,Used,Tiptronic,Petrol,"2,000 cc","63,850 km"
"Rs 340,000",Mazda,Familia,1984,Used,Manual,Petrol,"1,300 cc","98,000 km"
"Rs 6,895,000",Mitsubishi,Montero,2001,Used,Automatic,Petrol,"3,500 cc","134,978 km"
"Rs 6,395,000",Toyota,Allion,2009,Used,Automatic,Petrol,"1,500 cc","102,985 km"
"Rs 6,190,000",Honda,Grace,2015,Used,Automatic,Hybrid,"1,500 cc","76,200 km"
"Rs 2,390,000",Nissan,Bluebird,1999,Used,Automatic,Petrol,"1,790 cc","121,500 km"
"Rs 9,290,000",Honda,Vezel,2018,Used,Automatic,Hybrid,"1,500 cc","52,000 km"
"Rs 9,690,000",Toyota,CHR,2018,Used,Automatic,Petrol,"1,200 cc","30,000 km"
"Rs 1,690,000",Mazda,Familia,1991,Used,Manual,Petrol,"1,320 cc","65,000 km"
"Rs 3,875,000",Suzuki,Alto,2017,Reconditioned,Automatic,Petrol,660 cc,"12,541 km"
"Rs 7,290,000",Honda,Vezel,2016,Used,Automatic,Hybrid,"1,500 cc","47,000 km"
"Rs 11,250,000",Toyota,Premio,2017,Used,Automatic,Petrol,"1,500 cc","37,000 km"
"Rs 4,775,000",Daihatsu,Boon,2017,Used,Tiptronic,Petrol,"1,000 cc","32,000 km"
"Rs 2,750,000",Perodua,Viva Elite,2010,Used,Automatic,Petrol,"1,000 cc","75,000 km"
"Rs 9,790,000",Honda,Vezel,2018,Used,Automatic,Hybrid,"1,500 cc","15,000 km"
"Rs 3,875,000",Suzuki,Alto,2017,Reconditioned,Automatic,Petrol,650 cc,"14,150 km"
"Rs 425,000",Toyota,Starlet,1989,Used,Automatic,Diesel,"1,800 cc","211,345 km"
"Rs 900,000",Other brand,Other model,2019,Used,Manual,Petrol,400 cc,"30,000 km"
"Rs 465,000",Daihatsu,Charade,1980,Used,Manual,Petrol,"1,000 cc","100,000 km"
"Rs 535,000",Mitsubishi,Colt,1980,Used,Manual,Petrol,"1,200 cc","98,000 km"
"Rs 7,650,000",Suzuki,S-Cross,2018,Used,Tiptronic,Petrol,998 cc,"45,000 km"
"Rs 3,300,000",Honda,Fit Aria,2008,Used,Automatic,Petrol,"1,500 cc","120,000 km"
"Rs 4,100,000",Nissan,X-Trail,2005,Used,Automatic,Petrol,"2,488 cc","150,000 km"
"Rs 950,000",Tata,Nano,2011,Used,Manual,Petrol,650 cc,"128,000 km"
"Rs 1,625,000",Tata,Nano,2017,Used,Automatic,Petrol,624 cc,"50,000 km"
"Rs 2,345,000",Suzuki,Alto,2015,Used,Manual,Petrol,800 cc,"42,641 km"
"Rs 4,385,000",Toyota,Allion,2003,Used,Automatic,Petrol,"1,500 cc","156,000 km"
"Rs 1,050,000",Mini,Cooper,1960,Used,Manual,Petrol,"1,000 cc","167,259 km"
"Rs 2,450,000",Nissan,Sunny,1999,Used,Automatic,Petrol,"1,500 cc","120,000 km"
"Rs 10,400,000",Toyota,Premio,2016,Used,Automatic,Petrol,"1,500 cc","76,350 km"
"Rs 2,790,000",Suzuki,Swift,2003,Used,Automatic,Petrol,"1,300 cc","171,000 km"
"Rs 18,550,000",Toyota,Land Cruiser Prado,2010,Used,Automatic,Petrol,"2,700 cc","54,650 km"
"Rs 3,775,000",Suzuki,Wagon R,2017,Used,Automatic,Petrol,660 cc,"39,652 km"
"Rs 4,850,000",Toyota,Passo,2017,Used,Automatic,Petrol,"1,000 cc","38,451 km"
"Rs 3,750,000",Toyota,Vitz,2007,Used,Automatic,Petrol,"1,000 cc","137,000 km"
"Rs 4,375,000",Toyota,Aqua,2012,Used,Automatic,Hybrid,"1,500 cc","96,000 km"
"Rs 4,390,000",Nissan,Cefiro,2007,Used,Automatic,Petrol,"2,300 cc","110,290 km"
"Rs 10,000,000",Toyota,Camry,2014,Used,Automatic,Hybrid,"2,490 cc","77,146 km"
"Rs 7,690,000",Kia,Sorento,2011,Used,Automatic,Petrol,"2,000 cc","82,620 km"
"Rs 15,900,000",Mercedes Benz,CLA 180,2018,Used,Automatic,Petrol,"1,600 cc","52,000 km"
"Rs 28,500,000",Toyota,Land Cruiser Prado,2015,Used,Automatic,Diesel,"3,000 cc","119,000 km"
"Rs 4,990,000",Toyota,Hilux,1991,Used,Manual,Diesel,"2,770 cc","350,000 km"
"Rs 6,325,000",Honda,Grace,2015,Used,Automatic,Petrol,"1,500 cc","83,000 km"
"Rs 3,690,000",Suzuki,Wagon R Stingray,2014,Used,Automatic,Petrol,660 cc,"82,790 km"
"Rs 3,375,000",Toyota,Vitz,2005,Used,Automatic,Petrol,"1,000 cc","108,000 km"
"Rs 8,850,000",Kia,Sorento,2012,Used,Automatic,Diesel,"2,200 cc","112,567 km"
"Rs 2,365,000",Suzuki,Alto,2015,Used,Manual,Petrol,800 cc,"71,000 km"
"Rs 13,500,000",Mercedes Benz,CLA 200,2015,Used,Automatic,Petrol,"1,500 cc","46,000 km"
"Rs 2,050,000",Mercedes Benz,E200,1989,Used,Automatic,Diesel,"2,200 cc","170,000 km"
"Rs 24,400,000",Toyota,Land Cruiser Prado,2013,Used,Automatic,Diesel,"3,000 cc","94,000 km"
"Rs 4,450,000",Toyota,Prius,2009,Used,Automatic,Hybrid,"1,800 cc","112,000 km"
"Rs 5,900,000",Mercedes Benz,E200,2005,Used,Automatic,Petrol,"1,790 cc","160,000 km"
"Rs 4,525,000",Toyota,Vitz,2012,Used,Automatic,Petrol,"1,000 cc","81,000 km"
"Rs 16,700,000",Peugeot,5008,2019,Used,Automatic,Petrol,"1,200 cc","19,000 km"
"Rs 390,000",Nissan,Sunny,1985,Used,Manual,Petrol,"1,300 cc","150,000 km"
"Rs 9,800,000",Nissan,Qashqai,2018,Used,Automatic,Petrol,"1,200 cc","70,000 km"
"Rs 2,900,000",Hyundai,Eon,2017,Used,Manual,Petrol,800 cc,"100,000 km"
"Rs 1,890,000",Kia,Rio,2003,Used,Manual,Petrol,"1,500 cc","117,000 km"
"Rs 8,500,000",Nissan,X-Trail,2016,Used,Automatic,Hybrid,"2,000 cc","65,000 km"
"Rs 36,500,000",Mercedes Benz,S400,2015,Used,Tiptronic,Petrol,"3,500 cc","25,000 km"
"Rs 5,550,000",Toyota,Vitz,2017,Used,Automatic,Petrol,"1,000 cc","26,000 km"
"Rs 2,590,000",Suzuki,A-Star,2011,Used,Manual,Petrol,"1,000 cc","80,100 km"
"Rs 7,500,000",Mitsubishi,Outlander,2014,Used,Tiptronic,Petrol,"2,000 cc","101,000 km"
"Rs 11,500,000",Toyota,Land Cruiser Prado,2008,Used,Manual,Diesel,"3,000 cc","200,000 km"
"Rs 18,500,000",Mercedes Benz,CLA 200,2020,Used,Automatic,Petrol,"1,332 cc","19,000 km"
"Rs 3,575,000",Suzuki,Wagon R Stingray,2014,Used,Automatic,Hybrid,650 cc,"70,000 km"
"Rs 4,865,000",Toyota,Vitz,2015,Used,Automatic,Petrol,"1,000 cc","80,000 km"
"Rs 8,300,000",Audi,A4,2012,Used,Tiptronic,Petrol,"1,800 cc","65,000 km"
"Rs 16,000,000",Volvo,S60,2017,New,Automatic,Petrol,"2,000 cc",50 km
"Rs 7,650,000",Toyota,Premio,2012,Used,Automatic,Petrol,"1,500 cc","119,000 km"
"Rs 485,000",Nissan,Sunny,1978,Used,Manual,Petrol,"1,200 cc","1,000,000 km"
"Rs 1,250,000",Ford,Other Model,1952,Used,Manual,Petrol,720 cc,"100,000 km"
"Rs 2,850,000",Suzuki,Alto,2017,Used,Manual,Petrol,800 cc,"14,100 km"
"Rs 6,300,000",Honda,Fit,2017,Used,Automatic,Hybrid,"1,500 cc","42,000 km"
"Rs 5,800,000",Honda,Freed,2014,Used,Automatic,Petrol,"1,500 cc","76,600 km"
"Rs 8,350,000",Honda,Vezel,2017,Used,Automatic,Petrol,"1,500 cc","54,000 km"
"Rs 31,500,000",Porsche,Cayenne,2015,Used,Automatic,Petrol,"3,000 cc","60,000 km"
"Rs 2,400,000",Suzuki,Alto,2015,Used,Manual,Petrol,800 cc,"77,000 km"
"Rs 3,525,000",Suzuki,Wagon R,2015,Used,Automatic,Hybrid,650 cc,"69,000 km"
"Rs 6,450,000",Toyota,Roomy,2018,Used,Automatic,Petrol,"1,000 cc","23,000 km"
"Rs 470,000",Subaru,Other Model,1992,Used,Manual,Petrol,"1,300 cc","140,000 km"
"Rs 22,700,000",Mercedes Benz,C200,2019,Used,Tiptronic,Petrol,"1,500 cc","3,000 km"
"Rs 20,600,000",Mercedes Benz,C200,2019,Used,Tiptronic,Petrol,"1,500 cc","12,000 km"
"Rs 4,025,000",Toyota,Passo,2010,Used,Automatic,Petrol,"1,000 cc","7,000 km"
"Rs 4,250,000",Suzuki,Spacia,2017,Used,Automatic,Hybrid,660 cc,"61,000 km"
"Rs 2,100,000",Nissan,Presea,1997,Used,Automatic,Petrol,"1,490 cc","202,100 km"
"Rs 6,100,000",Honda,Vezel,2015,Used,Automatic,Hybrid,"1,500 cc","144,000 km"
"Rs 16,600,000",Toyota,Hilux,2018,Used,Automatic,Diesel,"2,800 cc","58,000 km"
"Rs 4,875,000",Toyota,Aqua,2013,Used,Automatic,Hybrid,"1,500 cc","44,000 km"
"Rs 10,800,000",Toyota,Rush,2018,Used,Automatic,Petrol,"1,496 cc","9,900 km"
"Rs 12,700,000",Honda,Civic,2020,Used,Automatic,Petrol,"1,500 cc","8,000 km"
"Rs 2,650,000",Nissan,Leaf,2015,Used,Automatic,Electric,80 cc,"66,000 km"
"Rs 2,475,000",Mitsubishi,Other Model,2001,Used,Manual,Petrol,"1,300 cc","100,000 km"
"Rs 8,275,000",Honda,Civic,2018,Used,Automatic,Petrol,"1,000 cc","34,000 km"
"Rs 3,890,000",Daihatsu,Mira,2017,Used,Automatic,Petrol,650 cc,"40,100 km"
"Rs 15,500,000",Land Rover,Discovery,2010,Used,Automatic,Diesel,"3,000 cc","125,528 km"
"Rs 5,890,000",Honda,Fit,2016,Used,Automatic,Hybrid,"1,490 cc","62,000 km"
"Rs 24,000,000",Toyota,Land Cruiser Sahara,2012,Used,Manual,Diesel,"4,200 cc","130,000 km"
"Rs 10,000,000",Mitsubishi,Outlander,2014,Used,Automatic,Petrol,"2,000 cc","40,000 km"
"Rs 5,750,000",Toyota,Hilux,2010,Used,Manual,Diesel,"3,000 cc","155,000 km"
"Rs 5,590,000",Toyota,Vitz,2017,Used,Automatic,Petrol,"1,000 cc","65,000 km"
"Rs 4,500,000",Toyota,Aqua,2013,Used,Automatic,Petrol,"1,490 cc","97,000 km"
"Rs 2,350,000",Mitsubishi,Galant,2000,Used,Manual,Diesel,"2,000 cc","222,387 km"
"Rs 4,600,000",Micro,Korondo,2012,Used,Automatic,Diesel,"1,998 cc","87,000 km"
"Rs 2,650,000",Mercedes Benz,E200,1998,Used,Manual,Petrol,"2,196 cc","111,457 km"
"Rs 5,275,000",Toyota,Vitz,2015,Used,Automatic,Petrol,"1,000 cc","29,000 km"
"Rs 4,550,000",Toyota,Axio,2007,Used,Automatic,Petrol,"1,500 cc","90,500 km"
"Rs 5,195,000",Honda,N-WGN,2016,Reconditioned,Automatic,Petrol,660 cc,"14,000 km"
"Rs 5,975,000",Toyota,Axio,2014,Used,Automatic,Hybrid,"1,500 cc","70,000 km"
"Rs 14,900,000",Ford,Ranger,2017,Used,Automatic,Diesel,"3,200 cc","72,000 km"
"Rs 3,750,000",Suzuki,Wagon R FX,2017,Used,Automatic,Hybrid,650 cc,"47,000 km"
"Rs 43,500,000",Toyota,Land Cruiser Sahara,2014,Used,Tiptronic,Diesel,"4,600 cc","49,000 km"
"Rs 23,500,000",BMW,530e,2017,Used,Tiptronic,Petrol,"2,000 cc","30,000 km"
"Rs 1,675,000",Geely,Other Model,2009,Used,Manual,Petrol,"1,500 cc","168,000 km"
"Rs 8,230,000",Toyota,Hilux,2007,Used,Automatic,Diesel,"3,000 cc","122,000 km"
"Rs 430,000",Nissan,Sunny,1982,Used,Manual,Petrol,"1,500 cc","250,000 km"
"Rs 3,315,000",Suzuki,Alto,2016,Used,Automatic,Petrol,650 cc,"79,130 km"
"Rs 27,500,000",BMW,i8,2018,Reconditioned,Tiptronic,Petrol,"1,500 cc","3,000 km"
"Rs 1,975,000",Micro,MX 7,2012,Used,Manual,Petrol,"1,500 cc","120,000 km"
"Rs 5,690,000",Toyota,Prius,2014,Used,Automatic,Hybrid,"1,800 cc","114,000 km"
"Rs 3,895,000",Toyota,Starlet,1998,Used,Manual,Petrol,"1,330 cc","106,000 km"
"Rs 2,675,000",Suzuki,Alto,2004,Used,Automatic,Petrol,650 cc,"108,000 km"
"Rs 34,500,000",BMW,740e,2018,Reconditioned,Tiptronic,Petrol,"2,000 cc","2,000 km"
"Rs 14,630,000",Mercedes Benz,C180,2016,Used,Automatic,Petrol,"1,600 cc","40,000 km"
"Rs 4,395,000",Suzuki,Wagon R FZ,2018,Used,Automatic,Petrol,658 cc,"13,000 km"
"Rs 350,000",Citroen,Other Model,2005,Used,Manual,Petrol,375 cc,"35,000 km"
"Rs 12,800,000",Land Rover,Range Rover Evoque,2013,Used,Automatic,Diesel,"2,000 cc","68,000 km"
"Rs 5,500,000",Toyota,Axio,2014,Used,Automatic,Hybrid,"1,500 cc","200,000 km"
"Rs 14,300,000",Porsche,Cayenne,2011,Used,Tiptronic,Petrol,"3,000 cc","60,000 km"
"Rs 3,975,000",Toyota,Runx,2001,Used,Automatic,Petrol,"1,790 cc","140,000 km"
"Rs 6,025,000",Honda,Vezel,2014,Used,Automatic,Petrol,"1,500 cc","92,852 km"
"Rs 4,985,000",Toyota,Axio,2007,Used,Automatic,Petrol,"1,490 cc","110,000 km"
"Rs 23,000,000",Toyota,Land Cruiser Sahara,2018,Used,Manual,Diesel,"4,600 cc","20,000 km"
"Rs 4,675,000",Hyundai,Accent,2011,Used,Automatic,Petrol,"1,600 cc","112,000 km"
"Rs 1,890,000",Suzuki,Swift,2001,Used,Manual,Petrol,"1,300 cc","75,000 km"
"Rs 6,000,000",Mitsubishi,L200,2007,Used,Manual,Diesel,"3,000 cc","90,000 km"
"Rs 1,500,000",Maruti Suzuki,800,2007,Used,Manual,Petrol,800 cc,"97,000 km"
"Rs 6,175,000",Suzuki,Swift,2017,Used,Automatic,Petrol,"1,000 cc","31,400 km"
"Rs 18,000,000",Toyota,Hilux,2019,Used,Automatic,Diesel,"2,400 cc","40,000 km"
"Rs 4,850,000",Nissan,Navara,2006,Used,Manual,Diesel,"2,488 cc","166,000 km"
"Rs 29,500,000",Land Rover,Defender,2015,Used,Manual,Diesel,"2,500 cc","35,200 km"
"Rs 6,295,000",Ssang Yong,Tivoli,2016,Used,Automatic,Petrol,"1,600 cc","35,000 km"
"Rs 5,300,000",Land Rover,Defender,1989,Used,Manual,Diesel,"2,500 cc","300,000 km"
"Rs 4,175,000",Toyota,Hilux,1992,Used,Manual,Diesel,"2,800 cc","300,000 km"
"Rs 4,175,000",Honda,Fit,2012,Used,Automatic,Petrol,"1,330 cc","67,350 km"
"Rs 49,000,000",Land Rover,Range Rover Sport,2019,Reconditioned,Other transmission,Diesel,"2,000 cc","2,400 km"
"Rs 1,095,000",Nissan,Sunny,1988,Used,Manual,Petrol,"1,300 cc","100,000 km"
"Rs 16,950,000",Mercedes Benz,A200,2019,Used,Tiptronic,Petrol,"1,332 cc","8,000 km"
"Rs 17,700,000",Peugeot,5008,2019,Used,Automatic,Petrol,"1,200 cc","7,000 km"
"Rs 21,850,000",Toyota,Land Cruiser Sahara,2010,Used,Automatic,Petrol,"4,660 cc","109,000 km"
"Rs 16,890,000",Mercedes Benz,C200,2018,Used,Automatic,Petrol,"1,500 cc","29,000 km"
"Rs 1,700,000",Honda,Beat,1991,Used,Manual,Petrol,650 cc,"65,000 km"
"Rs 21,500,000",Mercedes Benz,E200,2016,Used,Automatic,Petrol,"2,000 cc","18,000 km"
"Rs 20,400,000",Toyota,Land Cruiser Prado,2013,Used,Automatic,Petrol,"2,700 cc","98,000 km"
"Rs 8,975,000",Ford,Kuga,2015,Used,Automatic,Petrol,"1,500 cc","55,000 km"
"Rs 10,500,000",Kia,Sorento,2014,Used,Automatic,Diesel,"2,400 cc","70,000 km"
"Rs 8,250,000",Nissan,X-Trail,2015,Used,Automatic,Hybrid,"2,000 cc","109,000 km"
"Rs 6,075,000",Kia,Sportage,2011,Used,Automatic,Petrol,"1,998 cc","100,000 km"
"Rs 1,575,000",Morris,Mini,1959,Used,Manual,Petrol,"1,000 cc","102,000 km"
"Rs 7,300,000",Toyota,Axio,2016,Used,Automatic,Hybrid,"1,500 cc","22,000 km"
"Rs 6,250,000",Honda,Vezel,2014,Used,Automatic,Petrol,"1,500 cc","76,000 km"
"Rs 3,725,000",Suzuki,Hustler,2015,Used,Automatic,Hybrid,650 cc,"64,000 km"
"Rs 8,290,000",Toyota,Premio,2013,Used,Automatic,Petrol,"1,500 cc","89,000 km"
"Rs 11,100,000",Audi,Q2,2018,Used,Tiptronic,Petrol,"1,000 cc","49,000 km"
"Rs 2,590,000",Micro,Panda Cross,2017,Used,Manual,Petrol,"1,300 cc","47,506 km"
"Rs 4,050,000",Honda,Fit,2011,Used,Automatic,Petrol,"1,130 cc","110,000 km"
"Rs 14,550,000",Peugeot,3008,2019,Used,Automatic,Petrol,"1,199 cc","11,000 km"
"Rs 1,765,000",Kia,Rio,2003,Used,Manual,Petrol,"1,300 cc","125,000 km"
